DATE,Kabupaten/Kota,NDVI
2023-01-31,Kabupaten Bangkalan,0.4503996096183109
2023-02-28,Kabupaten Bangkalan,0.4092238684756025
2023-03-31,Kabupaten Bangkalan,0.3734749345779294
2023-04-30,Kabupaten Bangkalan,0.3639051942324172
2023-05-31,Kabupaten Bangkalan,0.4951284900715578
2023-06-30,Kabupaten Bangkalan,0.4870529067131137
2023-07-31,Kabupaten Bangkalan,0.3517473866856865
2023-08-31,Kabupaten Bangkalan,0.3562105970563264
2023-09-30,Kabupaten Bangkalan,0.2899860455645198
2023-10-31,Kabupaten Bangkalan,0.2504993724117768
2023-11-30,Kabupaten Bangkalan,0.2378943476220698
2023-12-31,Kabupaten Bangkalan,0.3011961805518988
2024-01-31,Kabupaten Bangkalan,0.4674789974100131
2024-02-29,Kabupaten Bangkalan,0.316812127685134
2024-03-31,Kabupaten Bangkalan,0.2728439844182764
2024-04-30,Kabupaten Bangkalan,0.3252496384265656
2024-05-31,Kabupaten Bangkalan,0.4050979992376036
2024-06-30,Kabupaten Bangkalan,0.3269861752020491
2024-07-31,Kabupaten Bangkalan,0.4594756577373065
2024-08-31,Kabupaten Bangkalan,0.3191412490022456
2024-09-30,Kabupaten Bangkalan,0.2747215853563751
2024-10-31,Kabupaten Bangkalan,0.2418134424868327
2024-11-30,Kabupaten Bangkalan,0.261255935616944
2024-12-31,Kabupaten Bangkalan,0.6177544863203162
2017-01-31,Kabupaten Banyuwangi,0.5341583953543924
2017-02-28,Kabupaten Banyuwangi,0.5341583953543924
2017-03-31,Kabupaten Banyuwangi,0.5341583953543924
2017-04-30,Kabupaten Banyuwangi,0.5341583953543924
2017-05-31,Kabupaten Banyuwangi,0.5341583953543924
2017-06-30,Kabupaten Banyuwangi,0.5341583953543924
2017-07-31,Kabupaten Banyuwangi,0.5341583953543924
2017-08-31,Kabupaten Banyuwangi,0.5341583953543924
2017-09-30,Kabupaten Banyuwangi,0.5341583953543924
2017-10-31,Kabupaten Banyuwangi,0.5341583953543924
2017-11-30,Kabupaten Banyuwangi,0.5341583953543924
2017-12-31,Kabupaten Banyuwangi,0.5341583953543924
2018-01-31,Kabupaten Banyuwangi,0.5341583953543924
2018-02-28,Kabupaten Banyuwangi,0.5341583953543924
2018-03-31,Kabupaten Banyuwangi,0.5341583953543924
2018-04-30,Kabupaten Banyuwangi,0.5341583953543924
2018-05-31,Kabupaten Banyuwangi,0.5724953960487879
2018-06-30,Kabupaten Banyuwangi,0.5362102854612769
2018-07-31,Kabupaten Banyuwangi,0.49871567118751564
2018-08-31,Kabupaten Banyuwangi,0.46122105691375437
2018-09-30,Kabupaten Banyuwangi,0.42493594632624343
2018-10-31,Kabupaten Banyuwangi,0.3874413320524822
2018-11-30,Kabupaten Banyuwangi,0.3511562214649713
2018-12-31,Kabupaten Banyuwangi,0.31366160719121
2019-01-31,Kabupaten Banyuwangi,0.2709094537824727
2019-02-28,Kabupaten Banyuwangi,0.3419777268142133
2019-03-31,Kabupaten Banyuwangi,0.3958149344136825
2019-04-30,Kabupaten Banyuwangi,0.4095732490294603
2019-05-31,Kabupaten Banyuwangi,0.218216965127159
2019-06-30,Kabupaten Banyuwangi,0.3994005337274877
2019-07-31,Kabupaten Banyuwangi,0.151970782285023
2019-08-31,Kabupaten Banyuwangi,0.1356792510748052
2019-09-30,Kabupaten Banyuwangi,0.1870481103616716
2019-10-31,Kabupaten Banyuwangi,0.4129167491284492
2019-11-30,Kabupaten Banyuwangi,0.2680876626619589
2019-12-31,Kabupaten Banyuwangi,0.2972327050486869
2020-01-31,Kabupaten Banyuwangi,0.3781972053552335
2020-02-29,Kabupaten Banyuwangi,0.4344221482603746
2020-03-31,Kabupaten Banyuwangi,0.4034892254770332
2020-04-30,Kabupaten Banyuwangi,0.4329722675307199
2020-05-31,Kabupaten Banyuwangi,0.3642032700417587
2020-06-30,Kabupaten Banyuwangi,0.1967098861784721
2020-07-31,Kabupaten Banyuwangi,0.2093993211187278
2020-08-31,Kabupaten Banyuwangi,0.1936629044158269
2020-09-30,Kabupaten Banyuwangi,0.1328075937468747
2020-10-31,Kabupaten Banyuwangi,0.3021140526598559
2020-11-30,Kabupaten Banyuwangi,0.4625767045555976
2020-12-31,Kabupaten Banyuwangi,0.355101297190106
2021-01-31,Kabupaten Banyuwangi,0.3552258866358779
2021-02-28,Kabupaten Banyuwangi,0.320257932824311
2021-03-31,Kabupaten Banyuwangi,0.3989316456008951
2021-04-30,Kabupaten Banyuwangi,0.3686246973322136
2021-05-31,Kabupaten Banyuwangi,0.2888802860150564
2021-06-30,Kabupaten Banyuwangi,0.2695205717358253
2021-07-31,Kabupaten Banyuwangi,0.222459962297584
2021-08-31,Kabupaten Banyuwangi,0.1791691473442417
2021-09-30,Kabupaten Banyuwangi,0.1756676597750254
2021-10-31,Kabupaten Banyuwangi,0.2125348153897871
2021-11-30,Kabupaten Banyuwangi,0.3706310032878959
2021-12-31,Kabupaten Banyuwangi,0.4329101259077916
2022-01-31,Kabupaten Banyuwangi,0.3957533980941518
2022-02-28,Kabupaten Banyuwangi,0.4186147398831224
2022-03-31,Kabupaten Banyuwangi,0.2589956801242278
2022-04-30,Kabupaten Banyuwangi,0.3592296494398684
2022-05-31,Kabupaten Banyuwangi,0.3198869392775709
2022-06-30,Kabupaten Banyuwangi,0.3916232663107892
2022-07-31,Kabupaten Banyuwangi,0.2295145982714929
2022-08-31,Kabupaten Banyuwangi,0.1765278884887621
2022-09-30,Kabupaten Banyuwangi,0.2887171997086104
2022-10-31,Kabupaten Banyuwangi,0.1463417038502308
2022-11-30,Kabupaten Banyuwangi,0.2042369014569554
2022-12-31,Kabupaten Banyuwangi,0.3662505642857535
2023-01-31,Kabupaten Banyuwangi,0.3769712750713692
2023-02-28,Kabupaten Banyuwangi,0.2830061929108048
2023-03-31,Kabupaten Banyuwangi,0.3120106873367281
2023-04-30,Kabupaten Banyuwangi,0.4242734996029478
2023-05-31,Kabupaten Banyuwangi,0.353539317630706
2023-06-30,Kabupaten Banyuwangi,0.4182495152649064
2023-07-31,Kabupaten Banyuwangi,0.2134686286289281
2023-08-31,Kabupaten Banyuwangi,0.2603375483539012
2023-09-30,Kabupaten Banyuwangi,0.235672544342814
2023-10-31,Kabupaten Banyuwangi,0.4361496880041426
2023-11-30,Kabupaten Banyuwangi,0.3057470450446338
2023-12-31,Kabupaten Banyuwangi,0.2703061023319103
2024-01-31,Kabupaten Banyuwangi,0.4220388667289885
2024-02-29,Kabupaten Banyuwangi,0.3681245254504959
2024-03-31,Kabupaten Banyuwangi,0.3629192580734485
2024-04-30,Kabupaten Banyuwangi,0.2952617390381671
2024-05-31,Kabupaten Banyuwangi,0.2436363828550274
2024-06-30,Kabupaten Banyuwangi,0.2556448593642924
2024-07-31,Kabupaten Banyuwangi,0.2538795156397996
2024-08-31,Kabupaten Banyuwangi,0.2634114073340564
2024-09-30,Kabupaten Banyuwangi,0.2736746830266819
2024-10-31,Kabupaten Banyuwangi,0.3161918875718614
2024-11-30,Kabupaten Banyuwangi,0.30851642366385
2024-12-31,Kabupaten Banyuwangi,0.2587117181197781
2017-01-31,Kabupaten Blitar,0.5207755494878932
2017-02-28,Kabupaten Blitar,0.5207755494878932
2017-03-31,Kabupaten Blitar,0.5207755494878932
2017-04-30,Kabupaten Blitar,0.5207755494878932
2017-05-31,Kabupaten Blitar,0.5207755494878932
2017-06-30,Kabupaten Blitar,0.5207755494878932
2017-07-31,Kabupaten Blitar,0.5207755494878932
2017-08-31,Kabupaten Blitar,0.5207755494878932
2017-09-30,Kabupaten Blitar,0.5207755494878932
2017-10-31,Kabupaten Blitar,0.5207755494878932
2017-11-30,Kabupaten Blitar,0.5207755494878932
2017-12-31,Kabupaten Blitar,0.5207755494878932
2018-01-31,Kabupaten Blitar,0.5207755494878932
2018-02-28,Kabupaten Blitar,0.5207755494878932
2018-03-31,Kabupaten Blitar,0.5207755494878932
2018-04-30,Kabupaten Blitar,0.7905716879404827
2018-05-31,Kabupaten Blitar,0.6154817305208209
2018-06-30,Kabupaten Blitar,0.4739773653200452
2018-07-31,Kabupaten Blitar,0.422761110671959
2018-08-31,Kabupaten Blitar,0.35454698729363754
2018-09-30,Kabupaten Blitar,0.2885333195081652
2018-10-31,Kabupaten Blitar,0.2203191961298437
2018-11-30,Kabupaten Blitar,0.15430552834437133
2018-12-31,Kabupaten Blitar,0.0860914049660499
2019-01-31,Kabupaten Blitar,0.3788369509658025
2019-02-28,Kabupaten Blitar,0.3603636354002353
2019-03-31,Kabupaten Blitar,0.3467005025370283
2019-04-30,Kabupaten Blitar,0.3069989048082501
2019-05-31,Kabupaten Blitar,0.3721134938938135
2019-06-30,Kabupaten Blitar,0.3193110634840452
2019-07-31,Kabupaten Blitar,0.3214063576620137
2019-08-31,Kabupaten Blitar,0.3368927104344205
2019-09-30,Kabupaten Blitar,0.2989662216211526
2019-10-31,Kabupaten Blitar,0.3312072261439131
2019-11-30,Kabupaten Blitar,0.2813207480165144
2019-12-31,Kabupaten Blitar,0.2701084575784526
2020-01-31,Kabupaten Blitar,0.3688717704622254
2020-02-29,Kabupaten Blitar,0.4560654084151867
2020-03-31,Kabupaten Blitar,0.3861788721145985
2020-04-30,Kabupaten Blitar,0.4389479478517678
2020-05-31,Kabupaten Blitar,0.543029802390966
2020-06-30,Kabupaten Blitar,0.5075579559944526
2020-07-31,Kabupaten Blitar,0.3430519370084031
2020-08-31,Kabupaten Blitar,0.3263536690770514
2020-09-30,Kabupaten Blitar,0.3023857644660708
2020-10-31,Kabupaten Blitar,0.1718235695684258
2020-11-30,Kabupaten Blitar,0.3431072783479362
2020-12-31,Kabupaten Blitar,0.3094626784759929
2021-01-31,Kabupaten Blitar,0.2118486593513429
2021-02-28,Kabupaten Blitar,0.4768218267211984
2021-03-31,Kabupaten Blitar,0.4320298997561378
2021-04-30,Kabupaten Blitar,0.3728968916053792
2021-05-31,Kabupaten Blitar,0.3111546244811883
2021-06-30,Kabupaten Blitar,0.4835721230727339
2021-07-31,Kabupaten Blitar,0.4770743252560608
2021-08-31,Kabupaten Blitar,0.2719374432730823
2021-09-30,Kabupaten Blitar,0.1482116306041435
2021-10-31,Kabupaten Blitar,0.156647838330782
2021-11-30,Kabupaten Blitar,0.2198205000705456
2021-12-31,Kabupaten Blitar,0.2060583311483173
2022-01-31,Kabupaten Blitar,0.1605912282434376
2022-02-28,Kabupaten Blitar,0.5557907485172535
2022-03-31,Kabupaten Blitar,0.3528251869869864
2022-04-30,Kabupaten Blitar,0.3506238076054181
2022-05-31,Kabupaten Blitar,0.5033686322235835
2022-06-30,Kabupaten Blitar,0.2936579256965261
2022-07-31,Kabupaten Blitar,0.1879976727405831
2022-08-31,Kabupaten Blitar,0.2411150537711777
2022-09-30,Kabupaten Blitar,0.1536847726735456
2022-10-31,Kabupaten Blitar,0.2024141244411912
2022-11-30,Kabupaten Blitar,0.3027128905274239
2022-12-31,Kabupaten Blitar,0.2820735726958251
2023-01-31,Kabupaten Blitar,0.375707700783927
2023-02-28,Kabupaten Blitar,0.0878357225178657
2023-03-31,Kabupaten Blitar,0.352553621028962
2023-04-30,Kabupaten Blitar,0.4139501537658759
2023-05-31,Kabupaten Blitar,0.5052551544347526
2023-06-30,Kabupaten Blitar,0.289699097889703
2023-07-31,Kabupaten Blitar,0.2926739135729666
2023-08-31,Kabupaten Blitar,0.2493462562493389
2023-09-30,Kabupaten Blitar,0.3806540075870308
2023-10-31,Kabupaten Blitar,0.3382691968907546
2023-11-30,Kabupaten Blitar,0.1721156199600459
2023-12-31,Kabupaten Blitar,0.3732747793461689
2024-01-31,Kabupaten Blitar,0.2270306452270762
2024-02-29,Kabupaten Blitar,0.4005964412754011
2024-03-31,Kabupaten Blitar,0.4190554780885386
2024-04-30,Kabupaten Blitar,0.3366296951386742
2024-05-31,Kabupaten Blitar,0.3417252672336627
2024-06-30,Kabupaten Blitar,0.3649165889385552
2024-07-31,Kabupaten Blitar,0.3578418799651204
2024-08-31,Kabupaten Blitar,0.3357814547893833
2024-09-30,Kabupaten Blitar,0.1828850252665581
2024-10-31,Kabupaten Blitar,0.2286979795328035
2024-11-30,Kabupaten Blitar,0.233201470687355
2024-12-31,Kabupaten Blitar,0.2652230880252423
2017-01-31,Kabupaten Bojonegoro,0.4816169140410585
2017-02-28,Kabupaten Bojonegoro,0.4816169140410585
2017-03-31,Kabupaten Bojonegoro,0.4816169140410585
2017-04-30,Kabupaten Bojonegoro,0.4816169140410585
2017-05-31,Kabupaten Bojonegoro,0.4816169140410585
2017-06-30,Kabupaten Bojonegoro,0.4816169140410585
2017-07-31,Kabupaten Bojonegoro,0.4816169140410585
2017-08-31,Kabupaten Bojonegoro,0.4816169140410585
2017-09-30,Kabupaten Bojonegoro,0.4816169140410585
2017-10-31,Kabupaten Bojonegoro,0.4816169140410585
2017-11-30,Kabupaten Bojonegoro,0.4816169140410585
2017-12-31,Kabupaten Bojonegoro,0.4816169140410585
2018-01-31,Kabupaten Bojonegoro,0.4816169140410585
2018-02-28,Kabupaten Bojonegoro,0.4816169140410585
2018-03-31,Kabupaten Bojonegoro,0.4816169140410585
2018-04-30,Kabupaten Bojonegoro,0.4862283295764167
2018-05-31,Kabupaten Bojonegoro,0.4909934589629536
2018-06-30,Kabupaten Bojonegoro,0.4956048744983118
2018-07-31,Kabupaten Bojonegoro,0.5003700038848486
2018-08-31,Kabupaten Bojonegoro,0.48701024499068823
2018-09-30,Kabupaten Bojonegoro,0.47408144606085556
2018-10-31,Kabupaten Bojonegoro,0.46072168716669515
2018-11-30,Kabupaten Bojonegoro,0.44779288823686253
2018-12-31,Kabupaten Bojonegoro,0.4344331293427021
2019-01-31,Kabupaten Bojonegoro,0.4712308926911907
2019-02-28,Kabupaten Bojonegoro,0.3853975698260281
2019-03-31,Kabupaten Bojonegoro,0.4130837419497496
2019-04-30,Kabupaten Bojonegoro,0.2663947390142984
2019-05-31,Kabupaten Bojonegoro,0.5306597882297093
2019-06-30,Kabupaten Bojonegoro,0.4708257994310157
2019-07-31,Kabupaten Bojonegoro,0.4221222015778928
2019-08-31,Kabupaten Bojonegoro,0.3540943475227264
2019-09-30,Kabupaten Bojonegoro,0.2676010321176106
2019-10-31,Kabupaten Bojonegoro,0.2477132109341394
2019-11-30,Kabupaten Bojonegoro,0.2684752703104396
2019-12-31,Kabupaten Bojonegoro,0.2951901292798347
2020-01-31,Kabupaten Bojonegoro,0.3057974594336423
2020-02-29,Kabupaten Bojonegoro,0.3367149328704424
2020-03-31,Kabupaten Bojonegoro,0.3431448581241589
2020-04-30,Kabupaten Bojonegoro,0.3522880564370062
2020-05-31,Kabupaten Bojonegoro,0.3787758570649676
2020-06-30,Kabupaten Bojonegoro,0.4670904688485253
2020-07-31,Kabupaten Bojonegoro,0.4014182876640509
2020-08-31,Kabupaten Bojonegoro,0.3774424928853447
2020-09-30,Kabupaten Bojonegoro,0.3469825834819424
2020-10-31,Kabupaten Bojonegoro,0.2630118774074992
2020-11-30,Kabupaten Bojonegoro,0.3782150204573996
2020-12-31,Kabupaten Bojonegoro,0.5533650809717913
2021-01-31,Kabupaten Bojonegoro,0.5079434766499685
2021-02-28,Kabupaten Bojonegoro,0.291508591141438
2021-03-31,Kabupaten Bojonegoro,0.4524230514924511
2021-04-30,Kabupaten Bojonegoro,0.4180337297864695
2021-05-31,Kabupaten Bojonegoro,0.217667954085967
2021-06-30,Kabupaten Bojonegoro,0.3543098859845006
2021-07-31,Kabupaten Bojonegoro,0.3912909645117433
2021-08-31,Kabupaten Bojonegoro,0.4533272800162591
2021-09-30,Kabupaten Bojonegoro,0.3162464118192322
2021-10-31,Kabupaten Bojonegoro,0.4427476157217991
2021-11-30,Kabupaten Bojonegoro,0.3291460592849545
2021-12-31,Kabupaten Bojonegoro,0.456429035884727
2022-01-31,Kabupaten Bojonegoro,0.5350335714884313
2022-02-28,Kabupaten Bojonegoro,0.2474143366912839
2022-03-31,Kabupaten Bojonegoro,0.3586207418031433
2022-04-30,Kabupaten Bojonegoro,0.4626219454216519
2022-05-31,Kabupaten Bojonegoro,0.4605348409394019
2022-06-30,Kabupaten Bojonegoro,0.5004592069114875
2022-07-31,Kabupaten Bojonegoro,0.5186170801254455
2022-08-31,Kabupaten Bojonegoro,0.4103974874439562
2022-09-30,Kabupaten Bojonegoro,0.3742852478402996
2022-10-31,Kabupaten Bojonegoro,0.4791581859624062
2022-11-30,Kabupaten Bojonegoro,0.2852968234713345
2022-12-31,Kabupaten Bojonegoro,0.340421045722608
2023-01-31,Kabupaten Bojonegoro,0.5889856328107932
2023-02-28,Kabupaten Bojonegoro,0.1909063705607604
2023-03-31,Kabupaten Bojonegoro,0.2463646419395835
2023-04-30,Kabupaten Bojonegoro,0.4264068259118686
2023-05-31,Kabupaten Bojonegoro,0.539523696132179
2023-06-30,Kabupaten Bojonegoro,0.4193900019418609
2023-07-31,Kabupaten Bojonegoro,0.4989519317047441
2023-08-31,Kabupaten Bojonegoro,0.3498182232591799
2023-09-30,Kabupaten Bojonegoro,0.3653403108863071
2023-10-31,Kabupaten Bojonegoro,0.2131903457860211
2023-11-30,Kabupaten Bojonegoro,0.1742629365554055
2023-12-31,Kabupaten Bojonegoro,0.4711992338855085
2024-01-31,Kabupaten Bojonegoro,0.4732902428516725
2024-02-29,Kabupaten Bojonegoro,0.4270195153476397
2024-03-31,Kabupaten Bojonegoro,0.4054868351195618
2024-04-30,Kabupaten Bojonegoro,0.3078908732759309
2024-05-31,Kabupaten Bojonegoro,0.5941098278877233
2024-06-30,Kabupaten Bojonegoro,0.4715335369068493
2024-07-31,Kabupaten Bojonegoro,0.3783010196861611
2024-08-31,Kabupaten Bojonegoro,0.4048523735423784
2024-09-30,Kabupaten Bojonegoro,0.2663526997653568
2024-10-31,Kabupaten Bojonegoro,0.3577412751334146
2024-11-30,Kabupaten Bojonegoro,0.26286802329295
2024-12-31,Kabupaten Bojonegoro,0.4106464970098592
2017-01-31,Kabupaten Bondowoso,0.4912565357158202
2017-02-28,Kabupaten Bondowoso,0.4912565357158202
2017-03-31,Kabupaten Bondowoso,0.4912565357158202
2017-04-30,Kabupaten Bondowoso,0.4912565357158202
2017-05-31,Kabupaten Bondowoso,0.4912565357158202
2017-06-30,Kabupaten Bondowoso,0.4912565357158202
2017-07-31,Kabupaten Bondowoso,0.4912565357158202
2017-08-31,Kabupaten Bondowoso,0.4912565357158202
2017-09-30,Kabupaten Bondowoso,0.4912565357158202
2017-10-31,Kabupaten Bondowoso,0.4912565357158202
2017-11-30,Kabupaten Bondowoso,0.4912565357158202
2017-12-31,Kabupaten Bondowoso,0.4912565357158202
2018-01-31,Kabupaten Bondowoso,0.4912565357158202
2018-02-28,Kabupaten Bondowoso,0.4912565357158202
2018-03-31,Kabupaten Bondowoso,0.4912565357158202
2018-04-30,Kabupaten Bondowoso,0.4912565357158202
2018-05-31,Kabupaten Bondowoso,0.6670957342291928
2018-06-30,Kabupaten Bondowoso,0.6475056087832167
2018-07-31,Kabupaten Bondowoso,0.6272624791557082
2018-08-31,Kabupaten Bondowoso,0.6070193495281996
2018-09-30,Kabupaten Bondowoso,0.5874292240822235
2018-10-31,Kabupaten Bondowoso,0.5671860944547149
2018-11-30,Kabupaten Bondowoso,0.547595969008739
2018-12-31,Kabupaten Bondowoso,0.5273528393812303
2019-01-31,Kabupaten Bondowoso,0.2349799358366041
2019-02-28,Kabupaten Bondowoso,0.3190459042408928
2019-03-31,Kabupaten Bondowoso,0.2566539153177458
2019-04-30,Kabupaten Bondowoso,0.3608949109647518
2019-05-31,Kabupaten Bondowoso,0.4856589452029469
2019-06-30,Kabupaten Bondowoso,0.6711900277522374
2019-07-31,Kabupaten Bondowoso,0.393694966561994
2019-08-31,Kabupaten Bondowoso,0.4826229116607773
2019-09-30,Kabupaten Bondowoso,0.4615776189764586
2019-10-31,Kabupaten Bondowoso,0.4646303571882662
2019-11-30,Kabupaten Bondowoso,0.3377585679900308
2019-12-31,Kabupaten Bondowoso,0.3904662655783574
2020-01-31,Kabupaten Bondowoso,0.3033438484436465
2020-02-29,Kabupaten Bondowoso,0.4121052094982592
2020-03-31,Kabupaten Bondowoso,0.3723540212286634
2020-04-30,Kabupaten Bondowoso,0.4857878443366166
2020-05-31,Kabupaten Bondowoso,0.5053455957620551
2020-06-30,Kabupaten Bondowoso,0.3983740904977075
2020-07-31,Kabupaten Bondowoso,0.4451813759570596
2020-08-31,Kabupaten Bondowoso,0.4169441292764348
2020-09-30,Kabupaten Bondowoso,0.346142667942879
2020-10-31,Kabupaten Bondowoso,0.3628640920884672
2020-11-30,Kabupaten Bondowoso,0.4447922384667919
2020-12-31,Kabupaten Bondowoso,0.2474568116552821
2021-01-31,Kabupaten Bondowoso,0.2637887106677838
2021-02-28,Kabupaten Bondowoso,0.3649171564691245
2021-03-31,Kabupaten Bondowoso,0.2807504454260267
2021-04-30,Kabupaten Bondowoso,0.4613072580973669
2021-05-31,Kabupaten Bondowoso,0.3774571532896087
2021-06-30,Kabupaten Bondowoso,0.3229471369640313
2021-07-31,Kabupaten Bondowoso,0.5801859367026609
2021-08-31,Kabupaten Bondowoso,0.2703241904578364
2021-09-30,Kabupaten Bondowoso,0.4001198899093542
2021-10-31,Kabupaten Bondowoso,0.401794382442068
2021-11-30,Kabupaten Bondowoso,0.1826770141236824
2021-12-31,Kabupaten Bondowoso,0.2768395657927163
2022-01-31,Kabupaten Bondowoso,0.3295453072415223
2022-02-28,Kabupaten Bondowoso,0.3353223227622162
2022-03-31,Kabupaten Bondowoso,0.2039389251036102
2022-04-30,Kabupaten Bondowoso,0.411208891169275
2022-05-31,Kabupaten Bondowoso,0.3267708251124684
2022-06-30,Kabupaten Bondowoso,0.5070872837199826
2022-07-31,Kabupaten Bondowoso,0.5371795050544015
2022-08-31,Kabupaten Bondowoso,0.4384488470664097
2022-09-30,Kabupaten Bondowoso,0.4844172856164558
2022-10-31,Kabupaten Bondowoso,0.1533219892375862
2022-11-30,Kabupaten Bondowoso,0.3011233314879543
2022-12-31,Kabupaten Bondowoso,0.4031382519131252
2023-01-31,Kabupaten Bondowoso,0.3697976340681337
2023-02-28,Kabupaten Bondowoso,0.2968259490473881
2023-03-31,Kabupaten Bondowoso,0.3837700865826671
2023-04-30,Kabupaten Bondowoso,0.4811378795929604
2023-05-31,Kabupaten Bondowoso,0.5683666006798168
2023-06-30,Kabupaten Bondowoso,0.6009017841481619
2023-07-31,Kabupaten Bondowoso,0.4219582683693945
2023-08-31,Kabupaten Bondowoso,0.5703397598866913
2023-09-30,Kabupaten Bondowoso,0.3843550087312466
2023-10-31,Kabupaten Bondowoso,0.4180685068978848
2023-11-30,Kabupaten Bondowoso,0.4222405008730751
2023-12-31,Kabupaten Bondowoso,0.371076844237156
2024-01-31,Kabupaten Bondowoso,0.3852832876836791
2024-02-29,Kabupaten Bondowoso,0.265446321366777
2024-03-31,Kabupaten Bondowoso,0.1939727889310313
2024-04-30,Kabupaten Bondowoso,0.3691501929242156
2024-05-31,Kabupaten Bondowoso,0.5396756869288579
2024-06-30,Kabupaten Bondowoso,0.3481823826508841
2024-07-31,Kabupaten Bondowoso,0.5975230230777322
2024-08-31,Kabupaten Bondowoso,0.4073615708251832
2024-09-30,Kabupaten Bondowoso,0.4092943714660284
2024-10-31,Kabupaten Bondowoso,0.4167162864109033
2024-11-30,Kabupaten Bondowoso,0.2965732206301752
2024-12-31,Kabupaten Bondowoso,0.2883602127561463
2017-01-31,Kabupaten Gresik,0.4136620378521947
2017-02-28,Kabupaten Gresik,0.4136620378521947
